['Legenda'],['Relevancia']
"['Audiovisual/PR', '#', 'BrasilNoRumoCerto']",['positivo']
"['``', 'Não', 'dúvidas', '.', 'vivendo', 'mundo', 'múltiplas', 'crises', ':', 'mudança', 'clima', 'perda', 'biodiversidade', 'poluição', 'água', 'aumento', 'desigualdade', 'pobreza', 'fome', 'violência', '.', 'ministras', 'ministros', 'meio', 'ambiente', 'G20', 'compromisso', 'ético', 'civilizatório', 'combater', 'crises', 'forma', 'transversal', 'integrada', ""''"", 'discursou', 'ministra', 'Marina', 'Silva', 'reunião', 'ministros', 'ministras', 'Meio', 'Ambiente', 'Clima', 'G20', 'última', 'semana', '.', 'grupo', 'reúne', '19', 'maiores', 'economias', 'mundo', 'União', 'Europeia', '.', 'Marina', 'afirmou', '“', 'preciso', 'combater', 'causas', 'não', 'somente', 'efeitos', 'reduzindo', 'drasticamente', 'principais', 'fontes', 'emissão', ""''"", 'referindo-se', 'crise', 'climática', 'tornará', 'mês', 'julho', 'quente', 'história', 'humanidade', 'desde', 'início', 'medições', 'século', '19', '.', 'previsão', 'Organização', 'Meteorológica', 'Mundial', 'dados', 'sistema', 'europeu', 'observação', 'Terra', 'Copernicus', '.', 'ministra', 'realizou', 'dez', 'reuniões', 'bilaterais', ':', 'enviado', 'especial', 'Estados', 'Unidos', 'Clima', 'John', 'Kerry', ';', 'enviada', 'especial', 'Alemanha', 'Clima', 'Jennifer', 'Morgan', ';', 'ministra', 'Meio', 'Ambiente', 'Alemanha', 'Steffi', 'Lemke', ';', 'ministro', 'Transição', 'Ecológica', 'França', 'Christophe', 'Béchu', ';', 'ministro', 'Energia', 'Mudança', 'Clima', 'Austrália', 'Chris', 'Bowen', ';', 'ministra', 'Meio', 'Ambiente', 'Indonésia', 'Siti', 'Nurbaya', 'Bakar', ';', 'ministra', 'Meio', 'Ambiente', 'Mudança', 'Clima', 'Emirados', 'Árabes', 'Unidos', 'Marwa', 'Alamiri', ';', 'diretora', 'executiva', 'Programa', 'Nações', 'Unidas', 'Meio', 'Ambiente', 'Inger', 'Andersen', ';', 'secretário', 'executivo', 'Convenção', 'ONU', 'Combate', 'Desertificação', 'Ibrahim', 'Thiaw', ';', 'presidente', 'COP', '28', 'Sultan', 'Al', 'Jaber', 'Emirados', 'Árabes', 'Unidos', '.', 'informações', 'íntegra', 'declaração', 'ministros', 'ministras', 'Meio', 'Ambiente', 'Clima', 'G20', 'mma.gov.br', '(', 'link', 'stories', ')', '.']",['positivo']
"['Trazer', 'resíduos', 'papel', 'papelão', 'plástico', 'vidro', 'Brasil', 'caro', 'partir', 'hoje', '(', '1/8', ')', '.', 'decisão', 'governo', 'incentiva', 'reutilização', 'desses', 'materiais', 'fortalecendo', 'cadeia', 'reciclagem', 'reduz', 'chegada', 'materiais', 'nocivos', 'meio', 'ambiente', '.', 'resíduos', 'papel', 'vidro', 'isentos', 'Imposto', 'Importação', 'plásticos', 'taxa', '112', '%', '.', 'alíquotas', 'passam', '18', '%', '(', 'Resolução', 'GECEX', 'Nº', '502/2023', ')', '.', 'medida', 'sugerida', 'catadora', 'materiais', 'recicláveis', 'Aline', 'Sousa', 'diretora', 'rede', 'CENTCOOP-DF', '(', 'Central', 'Cooperativas', 'Trabalho', 'Catadores', 'Materiais', 'Recicláveis', 'Distrito', 'Federal', ')', '.', 'Catadora', 'desde', '14', 'anos', 'Aline', 'subiu', 'rampa', 'Palácio', 'Planalto', 'presidente', 'Lula', 'cerimônia', 'posse', 'janeiro', '.', 'MMA', 'apresentou', 'demanda', '@', 'mdicoficial', '@', 'sgpresidencia', 'criou', 'Grupo', 'Técnico', 'Trabalho', '(', 'GTT', ')', 'Comitê', 'Interministerial', 'Inclusão', 'Socioeconômica', 'Catadoras', 'Catadores', 'Materiais', 'Reutilizáveis', 'Recicláveis', '.', 'GTT', 'identificou', 'aumento', 'importação', 'desses', 'resíduos', 'últimos', 'anos', 'desarticula', 'reciclagem', 'sobrecarrega', 'lixões', 'aterros', 'Brasil', '.', ':', 'dia', '3/2', 'cerimônia', 'assinatura', 'decretos', 'recriação', 'Programa', 'Pró-catador', 'revisão', 'Programa', 'Recicla+', ';', 'Ricardo', 'Stuckert/PR']",['positivo']
"['“', 'vamos', 'cuidar', 'planeta', '.', 'não', 'acredita', 'coisas', 'ficando', 'feias', 'acompanhar', 'acontecendo', 'mundo', '.', ""''""]",['positivo']
"['MMA', 'recebeu', 'nesta', 'terça-feira', '(', '1/8', ')', 'primeira-dama', 'Janja', 'Lula', 'Silva', '.', 'ministra', 'Marina', 'Silva', 'secretário', 'nacional', 'Meio', 'Ambiente', 'Urbano', 'Qualidade', 'Ambiental', 'Adalberto', 'Maluf', 'equipe', 'técnica', 'apresentaram', 'primeira-dama', 'ações', 'inserção', 'socioprodutiva', 'catadores', 'uso', 'logística', 'reversa', 'remuneração', 'categoria', 'implementação', 'Lei', 'Incentivo', 'Reciclagem', '(', 'Lei', '14.260/21', ')', '.', 'dia', 'entrou', 'vigor', 'revisão', 'alíquotas', 'importação', 'resíduos', 'papel', 'papelão', 'plástico', 'vidro', '.', 'resíduos', 'papel', 'vidro', 'isentos', 'Imposto', 'Importação', 'enquanto', 'plásticos', 'taxa', '112', '%', '.', 'alíquotas', 'agora', '18', '%', '.', 'objetivo', 'incentivar', 'reutilização', 'desses', 'materiais', 'Brasil', 'fortalecendo', 'cadeia', 'reciclagem', 'reduzir', 'chegada', 'materiais', 'nocivos', 'meio', 'ambiente', '.', 'Veja', 'nota', 'completa', 'mma.gov.br', '(', 'link', 'stories', ')', '.', 'Claudio', 'Kbene/PR']",['positivo']
"['ministra', 'Marina', 'Silva', 'recebeu', 'nesta', 'terça-feira', '(', '1/8', ')', 'ministro', 'Comunicações', 'Juscelino', 'Filho', 'tratar', 'projetos', 'conectividade', 'Amazônia', 'vão', 'permitir', 'inclusão', 'digital', 'milhões', 'brasileiros', '.', '@', 'mincomunicacoes', 'convidou', 'Marina', 'Silva', 'participar', '1º', 'Encontro', 'Sustentabilidade', 'junto', 'vinculadas', '15', '17', 'agosto', '.']",['positivo']
"['Número', 'recorde', 'micos', '!', 'dia', '2', 'agosto', 'Dia', 'Mico-Leão-Dourado', '@', 'associacaomicoleaodourado', 'anunciou', 'resultado', 'novo', 'censo', 'espécie', '.', 'estimados', '4.800', 'animais', 'natureza', 'maior', 'número', 'desde', 'início', 'esforços', 'conservação', 'década', '80', 'estimados', '100', '200', 'animais', '.', 'Vários', 'fatores', 'contribuíram', 'resultado', 'esforço', 'conjunto', 'governos', 'pesquisadores', 'organizações', 'sociedade', 'civil', 'longo', '50', 'anos', ':', 'criação', 'unidades', 'conservação', 'pesquisa', 'científica', 'proteção', 'restauração', 'Mata', 'Atlântica', 'implementação', 'Plano', 'Ação', 'reintrodução', 'animais', 'reproduzidos', 'cativeiro', '(', 'zoológicos', ')', 'combate', 'tráfico', 'educação', 'ambiental', 'mobilização', 'sociedade', 'iniciativas', 'inovadoras', 'primeiro', 'viaduto', 'vegetado', 'rodovias', 'federais', 'Brasil', 'inédita', 'campanha', 'vacinação', 'animais', 'silvestres', '.', '@', 'mmeioambiente', '@', 'ibamagov', '@', 'icmbio', 'parte', 'história', 'recuperação', 'desta', 'espécie', 'símbolo', 'fauna', '.', '#', 'MicoLeãoDourado', '#', 'Conservação', '#', 'ICMBio', '#', 'Ibama', '#', 'MMA']",['irrelevante']
"['estados', 'Pantanal', 'período', 'proibitivo', 'época', 'propícia', 'incêndios', 'florestais', '.', 'Basta', 'fagulha', 'chama', 'espalhar', 'virar', 'incêndio', '.', 'não', 'autorização', 'queima', 'controlada', '.', 'Proteger', 'Pantanal', 'luta', 'todos', '.', 'caso', 'incêndios', 'ligue', '193', 'chame', 'brigada', 'próxima', '.', 'Saiba', 'gov.br/pantanalsemincendios', '#', 'pantanal', '#', 'incendiospantanal', '#', 'ibama', '#', 'mma', '#', 'pantanalsemincendios', '#', 'queimacontrolada']",['irrelevante']
"['``', 'obtendo', 'maior', 'resultado', 'atuação', ':', 'inversão', 'curva', 'crescimento', 'desmatamento', ""''"", 'afirmou', 'secretário', 'executivo', 'João', 'P.', 'Capobianco', '.', 'queda', '425', '%', 'Janeiro', 'Julho', '2023', 'ocorre', 'após', 'alta', '54', '%', 'Agosto', 'Dezembro', '2022', 'governo', 'anterior', '.']",['positivo']
"['ministra', 'Meio', 'Ambiente', 'Mudança', 'Clima', 'Marina', 'Silva', 'recebeu', 'nesta', 'quarta-feira', '(', '2/8', ')', 'vice-secretária-geral', '@', 'unitednations', 'Amina', 'Mohammed', 'reforçar', 'comprometimento', 'Brasil', 'Objetivos', 'Desenvolvimento', 'Sustentável', '(', 'ODS', ')', 'ONU', '.', 'ministra', 'reiterou', 'esforços', 'brasileiros', 'cumprimento', 'metas', 'destacou', 'necessidade', 'maior', 'compromisso', 'internacional', 'combate', 'crise', 'climática', '.', 'ONU', 'fundamental', 'ação', 'conjunta', 'disse', 'ministra', 'ressaltando', 'retorno', 'Brasil', 'cena', 'multilateral', 'após', 'quatro', 'anos', 'afastamento', '.', 'Marina', 'reafirmou', 'compromissos', 'ações', 'defesa', 'direitos', 'povos', 'comunidades', 'tradicionais', 'combate', 'desigualdades', 'prevenção', 'controle', 'desmatamento', 'enfrentamento', 'mudança', 'clima', 'conservação', 'uso', 'sustentável', 'biodiversidade', '.', 'Mohammed', 'preside', 'grupo', 'desenvolvimento', 'sustentável', 'ONU', 'lembrou', 'ODS', 'criados', 'durante', 'Conferência', 'Nações', 'Unidas', 'sobre', 'Desenvolvimento', 'Sustentável', '2012', 'Rio+20', '.', 'metas', 'passaram', 'valer', '2015', 'apelo', 'ação', 'conjunta', '15', 'anos', 'seguintes', '.', 'compromisso', 'brasileiro', 'zerar', 'desmatamento', '2030', 'ajudará', 'país', 'cumprir', 'ODS', 'relacionados', 'saúde', 'acesso', 'água', 'potável', 'combate', 'mudanças', 'climáticas', 'preservação', 'vida', 'terrestre', '.', 'Segundo', 'ministra', 'fundamental', 'deixar', 'clara', 'necessidade', 'aumentar', 'ações', 'globais', 'forma', 'conjunta', 'ética', '.', 'Brasil', 'deve', 'aproveitar', 'Cúpula', 'Amazônia', 'liderança', 'G20', 'COP30', 'realizada', 'Belém', '(', 'PA', ')', '2025', 'criar', 'compromisso', 'ético', 'meio', 'ambiente', 'declarou', '.', 'informações', 'mma.gov.br', '.']",['positivo']
"['área', 'sob', 'alertas', 'desmatamento', 'Amazônia', 'caiu', '425', '%', 'sete', 'primeiros', 'meses', 'deste', 'ano', 'relação', 'período', '2022', 'segundo', 'dados', 'Deter', 'Inpe', '.', 'julho', 'redução', '66', '%', 'comparação', 'mês', '2022', '.', 'Tradicionalmente', 'taxas', 'desmatamento', 'Amazônia', 'menores', 'início', 'ano', 'sobem', 'partir', 'maio', 'período', 'seco', 'atingindo', 'pico', 'julho', 'agosto', '.', 'redução', 'período', 'mostra', 'inversão', 'curva', 'crescimento', 'herdada', 'último', 'governo', 'disse', 'secretário', 'executivo', 'MMA', 'João', 'Paulo', 'Capobianco', '.', 'ministra', 'Marina', 'Silva', 'afirmou', 'queda', 'resultado', 'ação', 'governo', '.', '“', 'vê', 'aumento', 'operações', 'multas', 'embargos', 'apreensões', 'retirada', 'gado', 'áreas', 'embargadas', 'cria', 'círculo', 'virtuoso', 'não', 'expectativa', 'impunidade', '.', 'Cada', 'comete', 'crime', 'pensa', 'duas', 'vezes', 'antes', 'praticá-lo', 'sabe', 'sendo', 'monitorado', 'satélite', 'vai', 'ter', 'ação', 'órgãos', 'fiscalização', '”', 'disse', '.', '``', 'queda', 'desmatamento', 'Amazônia', 'ocorreu', 'vários', 'Estados', 'queda', 'consistente', '.', ""''"", 'resultado', 'ocorre', 'após', 'alta', '541', '%', 'agosto', 'dezembro', '2022', 'governo', 'anterior', '.', 'dados', 'sistema', 'Deter-B', 'Inpe', '.', 'instituto', 'alguns', 'melhores', 'sistemas', 'monitoramento', 'uso', 'solo', 'planeta', 'completou', '62', 'anos', 'nesta', 'quinta-feira', '(', '3/8', ')', '.', 'Cerrado', 'aumento', '26', '%', 'área', 'sob', 'alertas', 'julho', '217', '%', 'relação', 'sete', 'primeiros', 'meses', 'ano', 'anterior', '.', 'Quase', '77', '%', 'área', 'sob', 'alertas', 'desmatamento', 'Cerrado', 'imóveis', 'rurais', 'Cadastro', 'Ambiental', 'Rural', 'áreas', 'privadas', '.', 'Dados', 'informados', 'Estados', 'apontam', 'autorização', 'desmatar', 'menos', '4823', 'mil', 'hectares', 'bioma', '.', '``', 'Cerrado', 'situação', 'complexa', 'função', 'incidência', 'desmatamento', 'autorização', 'Estados', ""''"", 'disse', 'Marina', '.', 'MMA', 'realizou', 'série', 'reuniões', 'Estados', 'bioma', 'obter', 'informações', 'sobre', 'autorizações', '.', 'plano', 'ação', 'Cerrado', 'elaboração', 'lançamento', 'previsto', 'outubro', '.', 'submetido', 'consulta', 'pública', 'setembro', '.', 'Veja', 'mma.gov.br', '(', 'link', 'stories', ')', '.']",['positivo']
"['``', 'presidente', 'Lula', 'quer', 'criar', 'ciclo', 'prosperidade', 'gente', 'possa', 'combater', 'pobreza', 'desigualdades', 'criar', 'emprego', 'renda', 'tempo', 'proteger', 'floresta', '.', 'Vamos', 'fazer', 'fazendo', '.', 'Amazônia', 'grande', 'parte', 'solução', 'Brasil', 'mundo', '.', ""''""]",['positivo']
"['ministra', 'Marina', 'Silva', 'assinou', 'nesta', 'sexta-feira', '(', '4/8', ')', 'Belém', 'Acordo', 'Cooperação', 'Técnica', '(', 'ACT', ')', 'execução', 'atividades', 'assistência', 'técnica', 'extensão', 'rural', 'socioambiental', 'conservação', 'ambiental', 'ações', 'inclusão', 'socioprodutiva', 'territórios', 'atendidos', 'programa', '#', 'BolsaVerde', '.', 'ACT', 'firmado', '@', 'mdagovbr', '@', 'mdsgovbr', 'durante', 'reunião', 'Conselho', 'Desenvolvimento', 'Econômico', 'Social', 'Sustentável', 'Conselhão', '.', 'informações', 'mma.gov.br', '.']",['irrelevante']
"['ministra', 'Marina', 'Silva', 'assinou', 'nesta', 'sexta-feira', '(', '4/8', ')', 'Belém', 'Acordo', 'Cooperação', 'Técnica', '(', 'ACT', ')', 'execução', 'atividades', 'assistência', 'técnica', 'extensão', 'rural', 'socioambiental', 'conservação', 'ambiental', 'ações', 'inclusão', 'socioprodutiva', 'territórios', 'atendidos', 'programa', 'Bolsa', 'Verde', '.', 'ACT', 'firmado', '@', 'mdagovbr', '@', 'mdsgovbr', 'durante', 'reunião', 'Conselho', 'Desenvolvimento', 'Econômico', 'Social', 'Sustentável', 'Conselhão', '.', 'ato', 'ocorreu', 'primeiro', 'dia', 'atividades', 'Diálogos', 'Amazônicos', 'conjunto', 'iniciativas', 'sociedade', 'civil', 'debater', 'estratégias', 'desenvolvimento', 'região', 'subsidiar', 'encontro', 'Cúpula', 'Amazônia', 'reunirá', 'chefes', 'Estado', 'países', 'região', '8', '9', 'agosto', '.', '“', 'programa', 'Bolsa', 'Verde', 'pagamentos', '600', 'reais', 'acompanhado', 'série', 'políticas', 'públicas', '.', 'assistência', 'técnica', 'extensão', 'rural', 'especializada', 'povos', 'comunidades', 'beneficiárias', 'Bolsa', 'Verde', '.', 'momento', 'celebração', 'gente', 'pactua', 'ministérios', 'parceiros', 'ações', 'vão', 'chegar', 'território', '”', 'disse', 'secretaria', 'nacional', 'Povos', 'Comunidades', 'Tradicionais', 'Desenvolvimento', 'Rural', 'Sustentável', 'MMA', 'Edel', 'Moraes', '.', 'Criado', '2011', 'MMA', 'paralisado', 'último', 'governo', 'programa', 'busca', 'garantir', 'proteção', 'biodiversidade', 'meio', 'melhoria', 'qualidade', 'vida', 'famílias', 'vivem', 'contato', 'natureza', 'protegem', 'recursos', 'naturais', '.', 'novo', 'formato', 'vai', 'realizar', 'pagamentos', 'trimestrais', 'famílias', 'vivem', 'Unidades', 'Conservação', 'Uso', 'Sustentável', '(', 'Florestas', 'Nacionais', 'Reservas', 'Extrativistas', 'Reservas', 'Desenvolvimento', 'Sustentável', ')', 'assentamentos', 'ambientalmente', 'diferenciados', 'Reforma', 'Agrária', 'territórios', 'ocupados', 'povos', 'comunidades', 'tradicionais', '.', 'contrapartida', 'beneficiários', 'comprometem', 'manutenção', 'cobertura', 'vegetal', 'conservação', 'biodiversidade', 'atividades', 'ambientais', 'realizadas', 'programa', '.', 'primeiros', 'pagamentos', 'realizados', '2023', '.', 'Veja', 'mma.gov.br', '.', ':', 'Divulgação/PR']",['positivo']
"['``', 'seis', 'meses', 'conseguimos', 'redução', 'desmatamento', '42', '%', '.', 'Não', 'mágica', 'política', 'pública', 'base', 'evidência', '.', 'Muitas', 'vezes', 'dizem', ""'esse"", 'pessoal', 'meio', 'ambiente', 'tudo', 'ideológico', ""'"", '.', 'Olha', ':', 'fazemos', 'política', 'base', 'evidência', '.', 'Não', 'adianta', 'comunidade', 'indígena', 'isolada', 'mudança', 'climática', 'afetando', '.', 'fizermos', 'desmatamento', 'zero', 'mundo', 'não', 'parar', 'usar', 'petróleo', 'gás', 'Amazônia', 'vira', 'savana', 'jeito', '.', 'presidente', 'Lula', 'disse', ':', 'daqui', 'pra', 'frente', 'desmatamento', 'zero', '.', ""''"", 'Ministra', 'Marina', 'Silva', 'durante', '1ª', 'Cúpula', 'Judicial', 'Ambiental', 'organizada', '@', 'cnj_oficial', '.']",['irrelevante']
"['Último', 'dia', 'muitos', 'Diálogos', 'Amazônicos', 'Belém', '.', 'sociedade', 'reunida', 'debater', 'presente', 'futuro', 'Amazônia', 'todo', 'continente', '.', 'Acompanhe', 'aqui', 'atividades', 'MMA', 'destaque', 'página', 'inicial', '.', 'Audiovisual/PR', '9', ':', 'Hugo', 'Merces']",['positivo']
"['@', 'icmbio', 'presente', 'Feira', 'Produtos', 'Sociobiodiversidade', 'Diálogos', 'Amazônicos', '.', 'Moradores', 'Reservas', 'Extrativistas', '(', 'Resex', ')', 'Lago', 'Cuniã/RO', 'Médio', 'Juruá/AM', 'Chico', 'Mendes/AC', 'Riozinho', 'Anfrísio/PA', 'Rio', 'Xingu/PA', 'Iriri/PA', 'comercializam', 'diversos', 'produtos', 'óleos', 'andiroba', 'copaíba', 'murumuru', 'piquiá', 'castanha', 'farinhas', 'mandioca', 'babaçu', 'sabonetes', 'andiroba', 'cupuaçu', 'copaíba', 'artesanato', 'madeira', 'brincos', 'escama', 'pirarucu', 'bolsas', 'borracha', 'natural', '.', 'ICMBio', 'apoia', 'produção', 'sustentável', 'Resex', 'elaboração', 'instrumentos', 'fortalecimento', 'comunitário', 'Protocolos', 'Consulta', '.', '@', 'izinha_girl', 'moradora', 'Resex', 'Riozinho', 'Anfrísio', 'mostra', 'alguns', 'produtos', 'comercializados', '.', '@', 'vemdoxingu', '.']",['irrelevante']
"['``', 'Trago', 'boa', 'notícia', 'todos', ':', 'desmatamento', 'Amazônia', 'caiu', '425', '%', '.', 'tarefa', 'inicial', 'abre', 'janela', 'oportunidade', 'implementar', 'importante', ':', 'mudança', 'estrutural', 'modelo', 'desenvolvimento', 'econômico', 'Amazônia', '.', 'floresta', 'não', 'bioeconomia', ""''"", 'discursou', 'secretário', 'executivo', 'MMA', 'João', 'Paulo', 'Capobianco', 'plenária', 'durante', 'Diálogos', 'Amazônicos', '.']",['irrelevante']
"['``', 'preciso', 'fazer', 'políticas', 'públicas', 'Amazônia', 'base', 'evidências', '.', 'Não', 'momento', 'termos', 'atitudes', 'erráticas', ""''"", 'afirmou', 'ministra', 'Marina', 'Silva', 'pronunciamento', 'sobre', 'expectativas', 'Cúpula', 'Amazônia', '.', '@', 'canalgov', '@', 'itamaratygovbr']",['positivo']
"['Aconteceu', 'hoje', '(', '7', ')', 'Belém', '(', 'PA', ')', 'reunião', 'ministras', 'ministros', 'Relações', 'Exteriores', 'Meio', 'Ambiente', 'Mudança', 'Clima', 'Povos', 'Indígenas', 'países', 'Tratado', 'Cooperação', 'Amazônica', '(', 'TCA', ')', 'além', 'outros', 'convidados', 'preparação', 'reunião', 'presidencial', 'ocorre', 'amanhã', '(', '8', ')', 'Cúpula', 'Amazônia', '.', 'Ministra', 'Sônia', 'Guajajara', 'participou', 'encontro', 'lado', 'Marina', 'Silva', 'Ministro', 'Relações', 'Exteriores', 'Brasil', 'Mauro', 'Vieira', 'reforçando', 'comprometimento', 'Brasil', 'proteção', 'Amazônia', 'povos', '.', 'Cúpula', 'acontece', 'sequência', 'Diálogos', 'Amazônicos', 'realizados', '4', '6', 'agosto', 'ressaltada', 'necessidade', 'ação', 'urgente', 'evitar', 'ponto', 'não-retorno', 'floresta', 'Amazônica', 'passa', 'indispensavelmente', 'demarcação', 'proteção', 'territórios', 'indígenas', '.', 'destacada', 'importância', 'fortalecimento', 'ferramentas', 'Organização', 'Tratado', 'Cooperação', 'Amazônica', '(', 'OTCA', ')', 'ação', 'integrada', 'oito', 'países', 'região', 'amazônica', '.', 'Fotos', ':', 'Bruno', 'Cecim/', 'Agência', 'Pará', '#', 'PovosIndigenas', '#', 'NuncaMaisUmBrasilSemNos', '#', 'governobrasileiro']",['positivo']
"['Conheça', 'trabalhos', 'Doutor', 'Borracha', '(', '@', 'drdaborracha', ')', 'morador', 'Reserva', 'Extrativista', '(', 'Resex', ')', 'Chico', 'Mendes', 'Acre', 'José', 'Pedro', 'servidor', 'ICMBio', '.', 'ICMBio', 'apoia', 'produção', 'Resex', '.', 'produtos', 'vendidos', 'Feira', 'Produtos', 'Sociobiodiversidade', 'Diálogos', 'Amazônicos', '.', 'Moradores', 'Reservas', 'Extrativistas', '(', 'Resex', ')', 'Lago', 'Cuniã/RO', 'Médio', 'Juruá/AM', 'Chico', 'Mendes/AC', 'Riozinho', 'Anfrísio/PA', 'Rio', 'Xingu/PA', 'Iriri/PA', 'comercializam', 'óleos', 'andiroba', 'copaíba', 'murumuru', 'piquiá', 'castanha', 'farinhas', 'mandioca', 'babaçu', 'sabonetes', 'andiroba', 'cupuaçu', 'copaíba', 'artesanato', 'madeira', 'brincos', 'escama', 'pirarucu', 'bolsas', 'borracha', 'natural', '.']",['irrelevante']
"['BOM', 'DIA', 'MARINA', '|', 'semana', 'Cúpula', 'Amazônia', 'entrevistada', 'programa', 'Bom', 'Dia', 'Ministra', '@', 'marinasilvaoficial', '@', 'mmeioambiente', '.', 'pergunta', 'ministra', '?', 'Deixe', 'aqui', 'comentários', '.', 'programa', 'nesta', 'quarta-feira', 'vivo', 'partir', '8h', 'TV', 'YouTube', '@', 'canalgov', '.']",['positivo']
"['diálogos', 'seguem', 'Belém', 'agora', 'Cúpula', 'Amazônia', '.', 'oito', 'países', 'bacia', 'amazônica', 'reunidos', 'capital', 'paraense', 'vão', 'assinar', 'novos', 'compromissos', 'proteção', 'floresta', 'povos', 'desenvolvimento', 'sustentável', 'região', '.', '1', ':', 'Hugo', 'Merces', '2', ':', 'Garavito/PR-COL', '3', ':', 'Ricardo', 'Stuckert/PR']",['positivo']
"['MMA', 'recebeu', 'nesta', 'terça-feira', '(', '8/8', ')', '1º', 'encontro', 'presencial', 'instituiu', 'Fórum', 'Nacional', 'Ouvidores', 'Ouvidoras', 'Públicos', '–', 'FNOP', '.', 'Ouvidores', '28', 'órgãos', 'incluindo', '21', 'ministérios', 'reuniram', 'discutir', 'atuação', 'rede', 'eleger', 'equipe', 'vai', 'coordenar', 'trabalhos', 'fórum', '.', '“', 'FNOP', 'novo', 'canal', 'articulação', 'diálogo', 'colaboração', 'ouvidores', 'onde', 'trocamos', 'experiências', 'compartilhamos', 'boas', 'práticas', 'discutimos', 'medidas', 'aprimoramento', 'atividade', 'ouvidoria', '”', 'afirmou', 'Leonardo', 'Margonato', 'ouvidor', 'MMA', '.', 'Após', 'sessão', 'deliberativa', 'eleitos', 'Valter', 'Matos', '(', '@', 'mincomunicacoes', ')', 'função', 'coordenador', ';', 'Marcos', 'Paulo', 'Hiath', '(', '@', 'mturismo', ')', 'coordenador', 'substituto', ';', 'Pedro', 'Batelli', '(', '@', 'ministeriocidades', ')', 'secretário', 'executivo', ';', 'Ana', 'Paula', 'Schwelm', '(', '@', 'minprevidencia', ')', 'secretária', 'executiva', 'substituta', '.']",['positivo']
"['dia', 'comemoramos', 'Dia', 'Internacional', 'Povos', 'Indígenas', '(', '9/8', ')', 'brigadistas', 'Ibama', 'povo', 'Xerente', 'gravaram', 'vídeo', 'direto', 'Canadá', 'onde', 'atuam', 'combater', 'maior', 'incêndio', 'florestal', 'proporção', 'registrado', 'país', '.', 'Edson', 'Xerente', 'nove', 'brigadistas', 'Xerentes', 'compõem', 'equipe', '104', 'brigadistas', 'brasileiros', 'Missão', 'Humanitária', 'Canadá', '.', 'Ibama', 'conta', '42', 'especialistas', 'Prevfogo', '.', 'total', 'Instituto', 'conta', '2.101', 'brigadistas', 'federais', 'sendo', '52', '%', 'indígenas', '.', 'conhecimento', 'povos', 'originários', 'grande', 'importância', 'combate', 'fogo', 'não', 'fronteiras', 'trabalho', 'maior', 'salvar', 'vidas', '.', 'missão', 'humanitária', 'brasileira', 'coordenada', '@', 'abcgovbr', '@', 'itamaratygovbr', '.', 'todo', 'Canadá', '104', 'especialistas', 'brasileiros', '@', 'forcanacionaldeseguranca', 'Ibama', '@', 'icmbio', '@', 'midregional', 'corporações', 'bombeiros', 'militares', '20', 'estados', 'brasileiros', 'DF', '.', '#', 'ibama', '#', 'xerentes', '#', 'diainternacionalpovosindígenas']",['negativo']
"['COMPROMISSO', 'FLORESTA', '|', 'ministra', '@', 'mmeioambiente', '@', 'marinasilvaoficial', 'programa', '#', 'BomDiaMinistra', 'reforçou', 'compromisso', 'Brasil', 'desmatamento', 'zero', '2030', 'fez', 'balanço', 'sete', 'primeiros', 'meses', 'governo', '.', 'acordo', 'ministra', 'janeiro', 'julho', 'deste', 'ano', 'queda', '42', '%', 'alertas', 'desmatamento', 'Amazônia', 'janeiro', 'julho', '2023', '.', '``', 'trabalhando', 'alcançar', 'desmatamento', 'zero', '2030', '.', 'Nesses', '7', 'primeiros', 'meses', 'aumentamos', 'capacidade', 'fiscalização', '@', 'ibamagov', '@', 'icmbio', 'quase', '200', '%', 'conseguimos', 'queda', 'desmatamento', '42', '%', ""''"", 'explicou', 'ministra', '.']",['irrelevante']
"['Cúpula', 'Amazônia', 'encerrada', 'nesta', 'quarta-feira', '(', '9/8', ')', 'Belém', 'legado', 'vai', 'inspirar', 'governos', 'cidadãos', 'bacia', 'amazônica', 'muitos', 'anos', '.', '20', 'mil', 'pessoas', 'envolveram', 'diálogos', 'elaboração', 'propostas', 'fortalecer', 'políticas', 'região', '.', 'ministra', 'Marina', 'Silva', 'presidente', 'Lula', 'fizeram', 'avaliação', 'deste', 'evento', 'histórico', '.', 'Ricardo', 'Stuckert']",['positivo']
