"Post","Perfil","Tipo","Assunto","Positvo"
"As florestas tropicais desempenham papéis fundamentais para o equilíbrio ambiental e o bem-estar humano 

Elas são cruciais para a biodiversidade  fornecendo habitat para milhões de espécies de plantas e animais.

Esse ecossistema ajuda a regular o clima global  armazenando carbono e produzindo oxigênio.

Também desempenham um papel vital na proteção dos solos  na manutenção dos ciclos hidrológicos e na prevenção da erosão.

Além disso  as florestas tropicais têm importância econômica  fornecendo recursos naturais valiosos  como madeira  medicamentos e alimentos.

Preservar e manejar de forma sustentável essas florestas é essencial para a saúde do planeta e para o bem-estar das gerações futuras.

#meioambiente
","florestal_brasil","informativo","meio-ambiente","sim"
"Os mesmos sinais de rádio que permitem que seu smartphone identifique sua localização também podem revelar quanta água uma floresta contém dentro de sua folhagem. 

Ao medir o quanto os sinais de satélite GPS enfraqueceram ao passar por um dossel florestal  os pesquisadores conseguiram estimar o conteúdo de água do dossel.

Especialistas dizem que a técnica  que usa uma configuração simples de dois receptores GPS  pode fornecer uma maneira simples e acessível de rastrear o conteúdo de água de uma floresta.

A quantidade de água que flui dentro das plantas de uma floresta afeta o quão bem a floresta pode resistir a secas e pragas de insetos  quão propensa é a incêndios florestais e quanto dióxido de carbono (CO2) absorve da atmosfera.

Leia tudo em nosso blog através do link nos stories ou na bio. 

https://florestalbrasil.com/sinais-de-satelite-podem-medir-a-umidade-e-a-capacidade-de-sobrevivencia-de-uma-floresta/

#meioambiente #divulgaçãocientífica #floresta #florestal
","florestal_brasil","tecnologia","meio-ambiente","sim"
"Na natureza  todos têm o seu devido papel 

#meioambiente #biologia
","florestal_brasil","campanha","meio-ambiente","sim"
"Modelagens de dados podem ser úteis em várias situações. A curadoria de dados será cada vez mais importante para lidar com as mudanças climáticas e melhorar as condições da ecosfera. Utilizando a IA (Inteligência Artificial) alguns projetos nesse sentido mostram exemplos de modelagens de dados que podem ser úteis em várias situações. Por exemplo  para as em nações africanas  entre elas o Mali  um dos mais ameaçados pelas alterações climáticas. Um projeto da Universidade de Stanford  de Palo Alto  na Califórnia (EUA)  contempla a utilização de fluxos de dados relacionados à poluição das águas subterrâneas e às espécies ameaçadas de extinção. Mas ainda há muito para avançar.

Leia mais em: https://florestalbrasil.com/como-a-modelagem-de-ia-ajuda-a-entender-o-que-ocorre-no-campo/ 
Link nos stories e em nossa Bio do Instagram 
","florestal_brasil","tecnologia","clima","sim"
"Polinização por Abelhas 

A polinização por abelhas é crucial para a reprodução de muitas plantas  pois as abelhas transferem o pólen de uma flor para outra  permitindo a fertilização e a produção de sementes e frutos. 

Este processo desempenha um papel vital na agricultura e na manutenção dos ecossistemas naturais.

#abelhas #natureza #meioambiente
","florestal_brasil","informativo","fauna","sim"
"48 milhões de hectares de CAMPOS NATIVOS não florestais estão AMEAÇADOS pela PL 364/2019 

#meioambiente
","florestal_brasil","informativo","meio-ambiente","não"
"Na natureza  sobrevivem os mais adaptados! 

A inteligência animal é uma questão de perspectiva do observador. Há quem considere que certos animais têm uma alta capacidade cognitiva  e outros não.

A verdade é que cada ser é único  e a capacidade de se adaptar na natureza é absolutamente incrível.

#fauna #aves #meioambiente #natureza
","florestal_brasil","informativo","fauna","sim"
"Importância das ABELHAS NATIVAS na agricultura 

#abelhas #meioambiente #agricultura
","florestal_brasil","informativo","fauna","sim"
"Em novembro do ano passado  foi divulgado que pela primeira vez o Brasil registrou uma área com clima de deserto  localizada no vale submédio do rio São Francisco  entre Petrolina (PE) e Juazeiro (BA)  com uma extensão equivalente a quase quatro vezes a cidade de São Paulo.

No entanto  a região não se tornou um deserto propriamente dito  mas sim passou da condição histórica de semiárida para árida  sendo a mais árida do país com pouco mais de 5.700 km².

A tendência global é de que as áreas secas estão se tornando ainda mais secas e as úmidas menos úmidas  com exceção dos estados do Sul do Brasil que devem permanecer úmidos.

Até mesmo parte da Amazônia  o bioma com maior estoque de água do país  está se tornando mais quente e com períodos de estiagem prolongada devido ao desmatamento e às mudanças climáticas.

Leia tudo completo em nosso blog através dos stories ou link na bio. 

 https://florestalbrasil.com/aquecimento-global-faz-surgir-primeira-zona-arida-e-expande-clima-semiarido-e-areas-secas-no-brasil/

#meioambiente
","florestal_brasil","informativo","clima","não"
"Campos de altitude são ecossistemas encontrados em regiões montanhosas  geralmente acima de 1.500 metros de altitude. 

Eles são caracterizados por vegetação rasteira  com gramíneas  herbáceas e algumas espécies arbustivas adaptadas às condições de baixas temperaturas  ventos fortes e radiação solar intensa encontradas nessas áreas.

Os campos de altitude são reconhecidos pela ciência como ambientes de grande importância biológica  alto grau de endemismos  incluindo espécies raras e ameaçadas de extinção.

Estudos já efetuados demonstram a sua riqueza biológica  o que também ocorre nos campos do Sudeste e Nordeste brasileiro. 

Os remanescentes de campos de altitude têm alta relevância como corredores ecológicos e áreas de recarga de aquíferos  e mostram alta vulnerabilidade a processos erosivos  além de serem áreas que contam com elevado número de nascentes.

#florestal #meioambiente #biologia #natureza
","florestal_brasil","informativo","biomas","sim"
"Em março  os biomas brasileiros continuaram a enfrentar incêndios  mesmo durante um período tradicionalmente chuvoso em algumas regiões do Brasil. 

Com exceção do Pampa  todos os outros biomas registraram uma quantidade de queimadas acima da média esperada para o período  com destaque para o Cerrado e a Amazônia.

Na savana brasileira  o Instituto Nacional de Pesquisas Espaciais (INPE) registrou 1806 focos de calor  o maior número já observado para o mês desde o início do monitoramento em 1999.

Este valor é três vezes maior do que a média esperada para março (594 focos) e representa um aumento de 113% em relação a março de 2023  quando foram registrados 845 focos.

Na Amazônia  o INPE registrou 2.654 focos de calor  o segundo maior valor da série histórica  ficando atrás apenas de 2019  quando mais de 3000 focos foram detectados.

Impulsionado pelos incêndios no Amapá e Roraima  o número de focos registrado pelo INPE em março foi 156% maior do que a média esperada para o mês (1034 focos) e 160% maior do que em março de 2023 (1019 focos).

Na Caatinga  o instituto registrou 175 focos de calor  um aumento de 28% em relação à média para o mês (136 focos).

No Pantanal  foram registrados 176 focos de calor  um aumento de 151% em relação à média para março neste bioma (70 focos).

Na Mata Atlântica  apesar do período chuvoso  foram registrados 612 focos de calor  um aumento de 24% em relação à média mensal (493 focos).

Ao contrário dos outros biomas  o Pampa teve uma redução significativa no número de queimadas registradas  com apenas 25 focos em março de 2024  56% abaixo da média para o período (57 focos).

O Governo Federal está agindo rapidamente para combater os danos causados pelos incêndios  exacerbados pelo fenômeno do El Niño e pelas mudanças climáticas  especialmente no Cerrado e na Amazônia  que enfrentam os maiores números de focos.

Leia tudo em nosso blog através do link nos stories stories na bio. 

https://florestalbrasil.com/queimadas-explodem-no-cerrado-e-na-amazonia-em-marco/

#meioambiente
","florestal_brasil","informativo","queimadas","não"
"Uma nova espécie de quaresmeira foi descoberta no Núcleo do Curucutu no Parque Estadual da Serra do Mar  região metropolitana de São Paulo  seu nome é Pleroma curucutuense.

Vídeo novo no canal do YouTube!!!

Link nos stories ou na bio.

 https://youtu.be/l7fBgW4CGek

#arvores #plantas
","florestal_brasil","informativo","flora","sim"
"Aulinha rápida de botânica para lembrar o que é o que 

Créditos: @arvoreagua

#botanica #biologia
","florestal_brasil","informativo","flora","sim"
"Planta rara que não realiza fotossíntese  conheça a Relictithismia kimotsukiensis  uma lanterna-de-fada!

#plantas #descobertas #natureza
","florestal_brasil","informativo","flora","sim"
"Em 2023  o Brasil registrou uma redução de aproximadamente 36% na perda de floresta primária em comparação com 2022  alcançando o menor nível de desmatamento desde 2015  conforme revelado por um estudo divulgado nesta quinta-feira (4). 

Os dados foram elaborados pela Global Forest Watch  uma plataforma da ONG WRI (Instituto de Recursos Mundiais)  em colaboração com o Laboratório de Análise e Descoberta Global de Terras (GLAD  na sigla em inglês) da Universidade de Maryland.

Quando vemos esses dados de diminuição de desmatamento  temos que ter cuidado em entender toda a notícia.

A queda maior de desmatamento foi na Amazônia  mas o Cerrado e a Caatinga por exemplo  não foram bem assim.

Porém  agora no ano de 2024  não é exatamente essa diminuição que estamos observando  na verdade queimadas e desmatamento aumentaram muito no Cerrado.

Leia toda a notícia em nosso blog para entender melhor  e veja os links relacionados no post sobre as notícias re entes de desmatamento.

Link nos stories e na bio.

 https://florestalbrasil.com/estudo-realizado-pela-global-forest-watch-demonstra-que-brasil-reduziu-em-36-a-perda-de-florestas-em-2023/

#desmatamento #amazonia #cerrado #meioambiente
","florestal_brasil","informativo","desmatamento","sim"
"O Ibama lançará uma nova plataforma destinada ao acompanhamento de áreas degradadas suscetíveis à recuperação ambiental.

Em uma instrução normativa divulgada no Diário Oficial da União  o órgão detalhou o funcionamento da Plataforma de Acompanhamento da Recuperação Ambiental (Recooperar)  que consolidará dados relacionados a áreas afetadas por incêndios florestais  embargadas devido ao desmatamento ou à ocupação de espaços protegidos  bem como informações sobre compensação de plantio decorrente de licenciamento ambiental federal e medidas de reparação por danos ambientais  entre outros aspectos similares. A normativa entrará em vigor em 15 de abril.

Leia tudo completo em nosso blog através do link nos stories ou na bio. 

 https://florestalbrasil.com/recooperar-nova-plataforma-do-ibama-tera-dados-de-areas-degradadas-de-todo-o-brasil/

#tecnologia #meioambiente
","florestal_brasil","tecnologia","meio-ambiente","sim"
"Se preparem pois as avaliações estão chegando 
","florestal_brasil","informativo","outros","sim"
"E aí  quem é você no rolê roots? 

O observador atento ou o que só vai para relaxar?

#natureza #meioambiente
","florestal_brasil","campanha","outros","sim"
"Os primeiros quatro projetos internacionais escolhidos pelo recém-estabelecido Fundo do Marco Global para a Biodiversidade (GBFF) serão beneficiados com aproximadamente 40 milhões de dólares. 

Desse montante  duas iniciativas brasileiras  voltadas para a proteção dos povos indígenas e do bioma Caatinga através do Programa Áreas Protegidas da Caatinga (Arca)  receberão conjuntamente 19 6 milhões de dólares. 

Além do Brasil  o México e o Gabão também foram contemplados.

Leia tudo completo em nosso blog através do link nos stories ou na bio. 

 https://florestalbrasil.com/dois-projetos-brasileiros-terao-196-milhoes-de-dolares-do-fundo-global-de-biodiversidade/

#meioambiente
","florestal_brasil","informativo","financeiro","sim"
"Todas as árvores têm a sua devida importância  oferecendo inúmeros serviços ecossistêmicos. 

As árvores emergentes  ou também conhecidas como mega-árvores quando atingem seu estado de maturidade máxima  como no caso de muitas árvores da Amazônia  a exemplo do Angelim-vermelho  que ficam acima do dossel florestal  têm uma importância ecológica especial.

Responsáveis  por causa do tamanho  por metade da biomassa das florestas  embora respondam por menos de 5% do número total de árvores  as mega-árvores têm um grande papel ecológico.

Os galhos das gigantes servem de suporte para orquídeas e bromélias que dependem de condições microambientais específicas de luminosidade e umidade não encontradas em árvores de menor porte.

Por sua vez  aves  primatas  morcegos  anfíbios  répteis  aranhas e insetos usam suas cavidades como abrigo ou ninhos.

Estudos indicam que as harpias preferem essas árvores para fazer ninho  pois são menos propícias a ataques de outros animais.

O declínio de grandes árvores em florestas tropicais representa a perda de uma série de funções ecossistêmicas  muitas delas relacionadas a uma complexa rede de interações ecológicas.

#arvores #meioambiente #natureza #floresta
","florestal_brasil","informativo","flora","sim"
"A partir de mapeamento de mais de 250 mil árvores  estudo analisou acesso da população a áreas verdes e encontrou diferenças relacionadas a poder aquisitivo e até faixa etária.

Pesquisadores sustentam que  num contexto de mudanças climáticas  infraestrutura verde de uma cidade se torna tão importante quanto rede elétrica ou de saneamento.

Crianças e idosos emergem como os grupos mais vulneráveis quando se trata de enfrentar os rigores do calor prolongado e da exposição solar.

Ao mapear a distribuição desses grupos vulneráveis nos bairros da cidade  os pesquisadores procuraram identificar padrões de arborização que poderiam impactar sua exposição ao calor. 

Descobriu-se que  em áreas onde a população idosa é mais concentrada  há uma escassez de árvores nas ruas. 

Por sua vez  as regiões com uma densidade maior de crianças tendem a possuir árvores com copas de menor dimensão  característica comum em plantas jovens ou espécies com dossel reduzido  como as palmeiras.

Leia tudo completo em nosso blog através do link nos stories ou bio.

 https://florestalbrasil.com/arborizacao-urbana-de-belo-horizonte-repete-padrao-de-desigualdade-social-de-outras-cidades/

#arborizaçãourbana #bh #belohorizonte #meioambiente
","florestal_brasil","informativo","outros","sim"
"Esses são os 6 biomas do Brasil 

Cada um desses ambientes oferece uma vasta diversidade de espécies da flora e da fauna  assim como inúmeras interações ecológicas e serviços ecossistêmicos ao ser humano.

Amazônia - a maior floresta tropical do mundo  e sua vegetação se encontra em maioria no Brasil.

Cerrado - a savana mais arborizada do mundo  com muitas espécies frutíferas.

Pantanal - é a maior planície alagada do mundo  e o menor bioma brasileiro.

Pampa - está presente apenas no Rio Grande do Sul  é caracterizado por suas planícies levemente onduladas.

Mata Atlântica - floresta tropical onde está 70% da população brasileira  com quase 90% da área desmatada  apresenta inúmeras espécies endêmicas.

Caatinga - é um bioma exclusivo do Brasil  não existe em outro lugar.

#floresta #meioambiente #ecologia #biologia #natureza
","florestal_brasil","informativo","biomas","sim"
"Apesar da safra recorde em 2023  a situação financeira dos produtores rurais brasileiros está complicada. O número de Recuperações Judiciais no campo aumentou seis vezes em 2023  acendendo o sinal amarelo para o setor.

De acordo com a Serasa Experian  o número de proprietários rurais que pediram recuperação judicial em 2023 cresceu 535%  subindo de 20 para 127 pedidos.

Uma combinação de alguns fatores foi o responsável pela onda de RJs: dificuldade climática com o El Niño  queda nos preços dos grãos e aumento no custo de fertilizantes também por conta da guerra da Ucrânia.

De acordo com o Head de Organização do Agro da RB Investimento Cristiano Macedo  o que aconteceu em 2023 foi uma espécie de “tempestade perfeita” que afetou o setor.
Link da materia: https://florestalbrasil.com/porque-tantos-pedidos-de-recuperacao-judicial-no-agro/ 
","florestal_brasil","informativo","financeiro","não"
"Pequeno guia pra ajudar com as plantas 

#plantas
","florestal_brasil","informativo","flora","sim"
"Nós vamos conter desmatamento quando manter a floresta em pé for mais rentável  mais vantajoso do que ela derrubada. Não basta dizer o que não pode fazer. É preciso criar o que pode ser feito. E é isso que o @mmeioambiente está fazendo junto prefeitos  vereadores e a sociedade  com a academia. Algo que é grande demais é fruto de ação de todos. 

 Audiovisual/ PR
","mmeioambiente","campanha","desmatamento","sim"
"PARCERIA PELAS FLORESTAS | O governo federal lançou nesta terça (9) união com municípios para combater desmatamento e incêndios florestais na Amazônia. Serão R$ 600 milhões do Fundo Amazônia e R$ 130 milhões do Floresta+  anunciaram o presidente Lula e a ministra do Meio Ambiente  Marina Silva.
","mmeioambiente","politica","desmatamento","sim"
"O MMA realizou nesta segunda-feira (8/4) a cerimônia de lançamento do VIII Congresso Internacional de Educação Ambiental dos Países e Comunidades de Língua Portuguesa. O congresso ocorrerá entre 21 e 25 de julho de 2025  em Manaus (AM)  e terá como tema a “Educação ambiental e ação local: respostas à emergência climática  justiça ambiental  democracia e bem viver”.

O evento é organizado pelo MMA em conjunto com o @mineducacao  a Rede Lusófona de Educação Ambiental (Redeluso) e o governo do Estado do Amazonas.

As discussões serão preparatórias para a COP30  que ocorrerá em Belém no final do mesmo ano. A Redeluso reúne países e comunidades de língua portuguesa ao redor do mundo. O primeiro congresso foi realizado em 2007.

A ministra Marina Silva afirmou que o debate educacional possibilita mudanças profundas na sociedade e permite trazer “um olhar para as grandes transformações que o mundo precisa fazer para que possamos superar o modelo insustentável que nos trouxe até aqui"".

Os presentes assistiram a uma apresentação artística do Grupo Matizes Dumont  que utiliza o bordado espontâneo feito à mão como linguagem artística e instrumento de transformação social e cultural. O grupo expôs painéis de dez comunidades ribeirinhas e convidou os participantes a tecer conjuntamente um bordado  simbolizando a educação ambiental que se quer para o futuro.

Participaram representantes de países da Comunidade dos Países da Língua Portuguesa (CPLP): a embaixadora do Timor Leste  Maria Ângela Carrascalão  o embaixador da Guiné-Bissau  M’bála Alfredo Fernandes  o embaixador de Angola  Manuel Bravo  e o embaixador de Moçambique  Jacinto Maguni.

Também participaram o diretor da @abcgovbr  Ruy Pereira  o reitor da Universidade Federal da Amazônia  Sylvio Mário Ferreira  o diretor do Instituto Nacional de Pesquisas da Amazônia  Henrique Pereira  a secretária-executiva adjunta da Secretaria de Meio Ambiente do Amazonas  Fabrícia Arruda  a secretária nacional de Biodiversidade  Florestas e Direitos Animais do MMA  Rita Mesquita  e a secretária-executiva do MEC  Izolda Cela.
","mmeioambiente","politica","meio-ambiente","sim"
"Ilustração de Ziraldo (1932-2024) para campanha do governo federal contra o tráfico internacional de animais silvestres  em 2003.
","mmeioambiente","campanha","fauna","sim"
"O Amazônia na Escola foi criado para unir ações por emprego e renda  educação  meio ambiente e mais. O Fundo Amazônia vai apoiar o fortalecimento da pequena agricultura sustentável e a aquisição e o consumo  pela rede pública de ensino da Amazônia Legal  dos alimentos produzidos. Dez projetos serão selecionados.

E o prazo de seleção foi estendido. Mais de um milhão de crianças serão beneficiadas  além de populações originárias  quilombolas e assentados da Reforma Agrária  que terão sua produção escoada mantendo a floresta em pé. 

O Amazônia na Escola é uma iniciativa conjunta do BNDES com o @fnde.oficial  o @mdagovbr  o @mdsgovbr e o @mmeioambiente. Veja mais sobre a iniciativa no link na bio.
","mmeioambiente","informativo","financeiro","sim"
"Cuidar do planeta também é cuidar da saúde! As mudanças climáticas aumentam a incidência de doenças como a #Dengue. 

 O calor excessivo e as chuvas intensas criam o ambiente perfeito para o mosquito se reproduzir  aumentando a incidência da arbovirose. 

⚠Com isso  precisamos redobrar os cuidados com os criadouros. 

Faça a sua parte: dedique 10 minutos por semana para a eliminação de focos de água parada na sua casa e nos arredores. 

Juntos  podemos criar um ambiente mais saudável!  

#Clima #AedesAegypti #SUS #10MinutosContraADengue #MinistérioDaSaúde
","mmeioambiente","campanha","outros","sim"
"As ministras Marina Silva e Esther Dweck (@gestaogovbr) tiveram nova reunião nesta quarta-feira (3/4)  no MGI  para tratar da reestruturação das carreiras ambientais. 

As equipes dos ministérios estão em contato constante e há evolução nos entendimentos para melhoria da carreira. O MGI apresentará nova proposta na próxima mesa de negociação com representantes dos servidores  prevista para os próximos dias. 

Também participaram do encontro o secretário-executivo do MMA  João Paulo Capobianco  e o presidente do Ibama  Rodrigo Agostinho.
","mmeioambiente","politica","outros","sim"
"Com R$ 10 4 bilhões com novas condições para projetos verdes  o novo Fundo Clima prevê valor recorde para enfrentamento da mudança climática.

Audiovisual/PR
","mmeioambiente","politica","financeiro","sim"
"O MMA assinou nesta segunda-feira (1°/4) contrato para repasse de R$ 10 4 bilhões ao Fundo Nacional sobre Mudança do Clima (Fundo Clima). Os recursos transferidos ao @bndesgovbr financiarão projetos para o combate à mudança do clima e o desenvolvimento sustentável do país.

A ministra Marina Silva e o presidente do BNDES  Aloizio Mercadante  formalizaram o repasse em cerimônia no Palácio do Planalto  em Brasília  com o presidente Lula. Também participaram o ministro da Fazenda (@min.fazenda)  Fernando Haddad  e o ministro da Casa Civil (@casacivilbr)  Rui Costa. 

Um dos principais instrumentos para o financiamento da transformação ecológica  o Fundo Clima é vinculado ao MMA e operacionalizado pelo BNDES. 

O nova aporte é recorde desde a criação do fundo  em 2009. Até 2023  o mecanismo funcionava com recursos de R$ 300 milhões a R$ 500 milhões ao ano  em média. 

Os R$ 10 4 bilhões financiarão projetos do setor público  de empresas privadas e do terceiro setor em seis áreas prioritárias: Desenvolvimento Urbano Resiliente e Sustentável; Indústria Verde; Logística de Transporte  Transporte Coletivo e Mobilidade Verde; Transição Energética (geração solar e eólica  e biomassa  eficiência energética  entre outros); Florestas Nativas e Recursos Hídricos; e Serviços e Inovação Verdes.

""Há uma grande demanda por projetos de muita qualidade voltados para uma ação de desenvolvimento sustentável que gere emprego  renda e que ajude no processo de mudança econômica""  afirmou Marina à imprensa.

Parte dos recursos foi captada no ano passado pela emissão dos primeiros títulos soberanos sustentáveis  ou títulos da dívida externa com critérios sustentáveis. O lançamento dos títulos foi realizado em setembro  na Bolsa de Valores de Nova York  pela ministra Marina Silva e o ministro Fernando Haddad.

""Vamos ter agora R$ 10 bilhões contribuindo para o Brasil continuar liderando o enfrentamento da crise climática  a produção energética  a transição para uma economia verde sustentável. São investimentos que vão gerar emprego  salário e  principalmente  vão ajudar a combater a crise climática”  afirmou Mercadante.

Leia mais em gov.br/mma.

 Ricardo Stuckert | PR
","mmeioambiente","politica","financeiro","sim"
"Estão abertas até 5 de abril as inscrições para a nova turma do curso de Gestão da Qualidade do Ar. 

As aulas são on-line e gratuitas. Alunas e alunos podem fazer as atividades no próprio ritmo. 

São 18 aulas divididas em quatro módulos  com carga horária de 30h. O prazo para conclusão é 5 de julho de 2024.

Inscrição e mais informações em https://ead.mma.gov.br/mod/page/view.php?id=10331

O link está nos stories e na descrição do nosso perfil.
","mmeioambiente","informativo","clima","sim"
"O governo federal propôs a governadores do Cerrado pacto de alto nível para combater o desmatamento no bioma. A reunião na quarta-feira (27/3)  no Palácio do Planalto  foi comandada pelo ministro Rui Costa (@casacivilbr) e pela ministra Marina Silva.

O plano de ação inclui definição da lista de municípios prioritários para ações de controle e fiscalização. Estima-se que 52 dos 1.427 municípios (3 6%) concentrem mais da metade do desmatamento no Cerrado em 2023/24. 

Diferentemente da Amazônia  onde o Código Florestal protege 80% da área com cobertura vegetal nativa em propriedades privadas  no Cerrado a proteção é de 20%. No Cerrado dentro da Amazônia Legal  é de 35%.

“Na Amazônia  o governo federal tem um poder de ação muito maior. No Cerrado  são os Estados que têm maior poder de ação. Mas isso não impede que tenhamos uma ação conjunta”  afirmou Marina em entrevista coletiva. 

O desmate ocorre principalmente nos Estados de Maranhão  Tocantins  Piauí e Bahia  área conhecida como Matopiba. Em média  estima-se que aproximadamente 47% do desmatamento na região têm autorização dos Estados. 

Cerca de 65% do desmatamento ocorrido entre 2019 e 2023 na Bahia é autorizado. No Tocantins  a taxa é 64%. No Maranhão e no Piauí  os percentuais são 34% e 20%  respectivamente.

Quase 95% do desmatamento recente nos Estados do Matopiba ocorre em imóveis com Cadastro Ambiental Rural (CAR). No entanto  Bahia e Piauí não registraram a validação do CAR no sistema federal  e Tocantins registrou apenas 0 53% do CAR analisado. O Maranhão informou análise de 32 5% dos cadastros  e 1 1% foi validado.

Acompanharam a reunião as ministras Luciana Santos (@mcti) e Simone Tebet (@planejamentoeorcamento) e o ministro Carlos Fávaro (@mapa_brasil). Os governadores de MT  MS  GO  MG  TO e MA  a vice-governadora do DF e o secretário de Meio Ambiente da BA também participaram do encontro. 

Leia mais em gov.br/mma
","mmeioambiente","politica","desmatamento","sim"
"""O presidente Macron pôde constatar pessoalmente que o nosso compromisso com o meio ambiente não é retórico. No último ano reduzimos o desmatamento ilegal na Amazônia em 50% e temos o compromisso de zerá-lo até 2030""  discursou o presidente Lula em ato com o presidente da França  Emmanuel Macron.
","mmeioambiente","politica","desmatamento","sim"
"5 4 bilhões para a bioeconomia na Amazônia.

Os presidentes do Brasil  Luiz Inácio Lula da Silva  e da França  Emmanuel Macron  anunciaram nesta terça-feira (26/3) programa de investimentos de 1 bilhão de euros (cerca de R$ 5 4 bilhões) na bioeconomia da Amazônia brasileira e da Guiana Francesa. Em encontro na cidade de Belém (PA)  os presidentes também lançaram declarações sobre o combate à mudança do clima e a proteção de florestas. 

Lula e Macron assinaram dois documentos relacionados à área ambiental: o ""Plano de ação sobre a bioeconomia e a proteção das florestas tropicais"" e o ""Chamado Brasil-França à ambição climática de Paris a Belém e além"". As declarações estão disponíveis aqui. 

Previsto no plano de ação  o programa de investimentos tem objetivo de arrecadar 1 bilhão de euros em recursos públicos e privados para a bioeconomia da região nos próximos quatro anos. A iniciativa incluirá parceria técnica e financeira entre bancos públicos brasileiros  como BNDES e o Banco de Desenvolvimento da Amazônia  e a Agência Francesa de Desenvolvimento.

A ministra Marina Silva acompanhou a comitiva no Pará.

Veja em gov.br/mma (link nos stories)
Audiovisual/PR
","mmeioambiente","politica","financeiro","sim"
"""Temos um compromisso de  até 2030  chegar ao desmatamento zero na Amazônia. Não foi ninguém que pediu  nenhuma convenção. Fomos nós que decidimos que vamos levar a luta contra o desmatamento como uma profissão de fé.""

- Presidente Lula
Ricardo Stuckert
","mmeioambiente","politica","desmatamento","sim"
"De dezembro de 2023 a novembro de 2024 o Brasil preside o Grupo dos Vinte (@g20org)  que reúne as maiores economias do planeta e é o principal fórum de discussão econômica internacional.

O G20 tem duas frentes de trabalho: a primeira discute assuntos econômicos estratégicos  com liderança dos ministros de Finanças e presidentes dos Bancos Centrais dos países-membros.

A segunda frente discute temas diversos  como agricultura  comércio  cultura  desenvolvimento  mudança do clima  saúde e meio ambiente. São 15 grupos de trabalho (GT)  duas forças-tarefa e uma iniciativa.

O MMA co-coordena 3 destes grupos: a Iniciativa de Bioeconomia  a Força-Tarefa para Mobilização Global contra a Mudança do Clima e o GT de Sustentabilidade Ambiental e Climática.

As reuniões ao longo de 2024 vão subsidiar os debates da Cúpula do G20  que se reúne em 18 e 19 de novembro de 2024 no Rio de Janeiro.

Mais informações em gov.br/mma/g20.
","mmeioambiente","politica","outros","sim"
"Brasil, Azerbaijão e Emirados Árabes Unidos apresentaram na semana passada os planos e objetivos de sua troika para implementar a Missão 1,5ºC e aumentar a cooperação entre as presidências de conferências do clima da ONU. O compromisso foi reafirmado durante reunião em Copenhague, na Dinamarca, que iniciou o processo de diálogo da COP29.

A cúpula do clima deste ano será realizada na capital do Azerbaijão, Baku, em novembro; os Emirados Árabes Unidos realizaram a COP28, em Dubai, no fim do ano passado; e o Brasil sediará a COP30, em 2025, na cidade de Belém (PA). 

Os três países divulgaram carta durante a Conferência Ministerial sobre o Clima de Copenhague, na quinta e sexta-feira (21 e 22/3), que reuniu cerca de 40 ministros e negociadores climáticos para debater a implementação dos resultados da COP28 e iniciar o diálogo para a COP29.

O Brasil foi representado pela secretária nacional de Mudança do Clima do MMA, Ana Toni, e o embaixador André Corrêa do Lago, secretário de Clima, Energia e Meio Ambiente do @Itamaratygovbr.

Segundo a carta, os objetivos da troika incluirão a implementação do Consenso de Dubai, acordo histórico da COP28. O grupo trabalhará para garantir que as novas metas climáticas, que devem ser apresentadas em 2025, estejam alinhadas com o objetivo de manter o aquecimento global a 1,5ºC até 2100. 

A parceria buscará incentivar a ambição não apenas nas metas climáticas, mas também em planos e meios de implementação, permitindo compromissos mais robustos que contribuam para o desenvolvimento sustentável. Defende ainda que os países desenvolvidos reforcem o financiamento climático para a transição das nações em desenvolvimento. 

A criação da troika é uma inovação prevista no Balanço Global, inventário dos avanços e lacunas desde a aprovação do Acordo de Paris, em 2015, e dos caminhos para conter o aquecimento do planeta. 

Brasil, Azerbaijão e Emirados Árabes Unidos atuarão ainda em fóruns internacionais como o G20, sob presidência brasileira neste ano, para canalizar conhecimentos e recursos que facilitem a implementação da Missão 1,5ºC.
","mmeioambiente","politica","clima","sim"
"Dia Mundial da Água: conheça o Aquífero Guarani, um dos maiores do mundo e que está presente em 8 estados brasileiros.

Com mais de 1,2 milhão de km² em Brasil, Uruguai, Argentina e Paraguai, o aquífero alcança profundidade de até 1,5 quilômetro, confinado em solos impermeáveis em grande parte de sua distribuição.

Os 4 países cooperam para a boa gestão dos recursos e o uso equitativo da água do Guarani, garantindo disponibilidade para as próximas gerações.
","mmeioambiente","informativo","fluvial","sim"
